source_id,source_name,source_type,agency_or_org,subagency,jurisdiction,federal_or_state_or_private,state_if_applicable,url,monitoring_method,scraper_difficulty,robots_or_terms_risk,native_relevance,eligibility_classes,federal_recognition_required,state_recognition_supported,software_cost_allowability,program_examples,deadline_pattern,update_frequency,data_format,has_api,has_rss_or_email,requires_login,notes,priority_tier,registry_status,monitoring_status,terms_status,state_scope_status,eligibility_status,allowability_status,activation_blocked_reasons
SC-ABSENCE-OF-A-CENTRAL-GRAN-772EF9,SC absence of a central grants portal,negative finding,State of South Carolina,multiple,SC statewide,state,SC,https://www.sc.gov,human review only,n/a,OK,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,no,no,no,"DEFINITIVE NEGATIVE FINDING, stated plainly: there is NO central statewide grants clearinghouse in South Carolina. Four candidates were checked and all fail - Dept of Administration Managing Grants is inward-facing compliance, the State Clearinghouse is an E.O. 12372 review function, SCBO/procurement.sc.gov is procurement not grants, and the State Auditor publishes no single-audit resource. SC coverage MUST be built agency-by-agency. Cross-cutting risk: domain churn (cma to advance, schousing.com to schousing.sc.gov, scorf versus scor) plus undated pages requiring content-hash diffing. SC runs mostly Drupal 10 with exceptions (SCEMD custom, cdbgsc.com WordPress, scbo.sc.gov Backdrop, osa.sc.gov WordPress) [research lane: DOI/HHS + SC + philanthropy]",Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_method:human_review_only;monitoring_not_started
SC-DEPARTMENT-OF-ARCHIVES-AN-36C8D8,SC Department of Archives and History grants,state and federal historic preservation grants,SC Department of Archives and History,State Historic Preservation Office,SC statewide,state,SC,https://scdah.sc.gov/historic-preservation/programs/grants,PDF/NOFO page monitor,low,OK,HIGH - the only SC program family found that names state-recognized tribes,"local governments, Certified Local Governments, nonprofits; state-recognized tribes referenced",no,"YES - referenced, but the practical pathway is unresolved",UNKNOWN,"federal historic preservation grants, state grants, hurricane grants, Certified Local Government program",one cycle observed with a 2026-09-02 deadline,annual,HTML + PDF,no,yes - News and Notes monthly newsletter,no,"HIGHEST-PRIORITY SC OPEN QUESTION: this is the only SC program family naming state-recognized tribes, but whether a tribal government can satisfy the Charities-registration, incorporation and deed tests is unresolved. Contact sgf@scdah.sc.gov. Also hosts Native American Heritage and Native American Resources reference pages [research lane: DOI/HHS + SC + philanthropy]",Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
SC-ED,SC Department of Education Grant Opportunities,state_agency_grants,South Carolina,Department of Education,South Carolina,state,SC,https://www.ed.sc.gov/finance/grants/office-of-grant-services/scde-grant-opportunities/,static HTML page monitor,low,OK,Medium,Schools; LEAs; nonprofits; entities vary,No,UNKNOWN,Sometimes allowable depending on NOFO/budget category,SCDE current and archived grants,Rolling,Weekly,HTML/PDF,No,UNKNOWN,No,Maintains both current and archived opportunity lists plus a separate page of grant programs administered by SCDE. 21st CCLC is the most plausible route for an out-of-school Native youth program [research lane: seed-v1; DOI/HHS + SC + philanthropy],Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
SC-HOUSING-CHDO-CERTIFICATIO-C55EDF,SC Housing CHDO Certification,nonprofit certification and HOME set-aside,SC State Housing Finance and Development Authority,Development,SC statewide,state,SC,https://schousing.sc.gov/development/community-housing-development-organizations,PDF/NOFO page monitor,low,OK,high - a real nonprofit developer pathway,private nonprofit community-based organizations (CHDOs),no,"yes - nonprofit status is the test, not recognition",UNKNOWN,"HOME 15% CHDO set-aside; CHDO as owner, developer or sponsor of rental housing",annual certification cycle; 2026-27 materials live,annual,"HTML, PDF, XLSX",no,no,Secure File Exchange yes,DOMAIN CHANGED: schousing.com 301s to schousing.sc.gov - update stored URLs (transactional subdomains and the @schousing.com email domain persist). The CHDO tests requiring a board with at least one third low-income representation and a lack of for-profit OR PUBLIC control may block a tribally-controlled nonprofit - flag for legal review. A 2024-2026 Certified CHDO List PDF is published. Contact CommunityDevelopmentPrograms@schousing.com [research lane: DOI/HHS + SC + philanthropy],Tier 1,seed_imported,not_started,TERMS_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,requires_login:Secure File Exchange yes;monitoring_not_started
SC-OFFICE-OF-RESILIENCE-GRAN-E9A64E,SC Office of Resilience Grants Activities,state grant program hub,SC Office of Resilience (SCOR),Grants and Funds,SC statewide,state,SC,https://scor.sc.gov/grants-activities,static HTML page monitor,low,OK,high - explicitly names tribal nations and nonprofits,"state agencies, local and regional governments, communities, tribal nations, traditional communities, nonprofits",no,yes - tribal nations named without a federal qualifier,not stated,"Disaster Relief and Resilience Reserve Fund, SC Resilience Revolving Fund, HUD CDBG-MIT, Helene CDBG-DR Mitigation, ARPA Stormwater, Voluntary Buyouts, USS Yorktown Remediation",varies,moderate,HTML + PDFs,no,public Google Calendar embed,NO - not login-gated,Established under SC Code 48-62-10 in September 2020. CRITICAL NAME COLLISION: scor.sc.gov is the Office of Resilience; scorf.sc.gov is the unrelated Opioid Recovery Fund Board. The prior dossier conflated them. Publishes /grants-activities/current and /progress; the Google Calendar of hearings is a usable early signal [research lane: DOI/HHS + SC + philanthropy],Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
SC-RECOGNIZED-NATIVE-AMERICA-1D4C73,SC Recognized Native American Indian Entities List,state recognition registry,SC Commission for Community Advancement and Engagement (Advance SC),Community Engagement / Native American Affairs,SC statewide,state,SC,https://advance.sc.gov/south-carolinas-recognized-native-american-indian-entities,static HTML page monitor,low,OK,critical - defines the eligibility universe for SC Native customers,"n/a (registry, not funding)",no,yes - authoritative source of SC state recognition,n/a,"three categories: Native American Indian Tribes, Indian Groups, Special Interest Organizations; 1 federally recognized + 10 state-recognized Tribes + 3 Groups + 3 Special Interest Organizations = 16 entities",none,rare and irregular; NO date stamp published,HTML tables (some rows malformed to lists),no,no,no,"Agency RENAMED May 2025 from SC Commission for Minority Affairs; cma.sc.gov 301s to advance.sc.gov and every stored cma.sc.gov URL is stale. NO publication or last-revised date appears anywhere on the page - use content hashing, not date checking. Legacy duplicate path exists under /minority-population-divisions/. Authority SC Code 1-31-40(A)(10) and SC Code of Regulations Chapter 139 [research lane: DOI/HHS + SC + philanthropy]",Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
SC-DHHS,SCDHHS Grants,state_agency_grants,South Carolina,Department of Health and Human Services,South Carolina,state,SC,https://www.scdhhs.gov/resources/grants,static HTML page monitor,low,OK,High,Health entities; nonprofits; applicant class varies,No,UNKNOWN,Sometimes allowable depending on NOFO/budget category,Connections to Care; health initiatives,Round based,Weekly,HTML/PDF,No,UNKNOWN,No,Strong data/EHR watch channel [research lane: seed-v1],Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
SCDHHS-GRANTS-RURAL-HEALTH-T-8E046C,SCDHHS Grants - Rural Health Transformation Program,state pass-through grant program,SC Department of Health and Human Services,n/a,"SC statewide, rural focus",state,SC,https://www.scdhhs.gov/resources/grants,PDF/NOFO page monitor,low,OK,high - the strongest health-IT scope found in SC and a genuine subrecipient regime,not stated on the page; inside the four application PDFs - UNKNOWN,no,not addressed,"YES - electronic health records, remote patient monitoring, telehealth services and a statewide resource database platform are explicitly funded","Connections to Care SCDHHS-26-001, Leveling Up -26-002, Wellness Within Reach -26-003, Shoring Up to Sustainability -26-004, Tech Catalyst Fund via SCRA","posted 2026-04-02, questions due 2026-04-16, applications due 2026-06-01, awards anticipated 2026-07-31 - WINDOW NOW CLOSED","episodic, multi-stage rollout","HTML, PDF, MP4",no,newsletter signup in footer,no,The richest single SC grants page found. The prior dossier's Connections to Care claim is VERIFIED essentially verbatim. Part of the federal Rural Health Transformation Program led by CMS. An Example Standard Subrecipient Agreement dated 2026-07-31 plus a full SF-424 package confirms a real subrecipient regime. Contact grants@scdhhs.gov. Prior closed programs: Rural and Medically Underserved Area Grant $48.2M and Behavioral Health Crisis Stabilization ~$35M [research lane: DOI/HHS + SC + philanthropy],Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
SCDOT-GRANTS-AND-PUBLIC-TRAN-B221C6,SCDOT grants and public transit,state pass-through transportation funding,South Carolina Department of Transportation,Public Transit Division; Programs,SC statewide,state,SC,https://www.scdot.org/inside/PublicTransit-Programs.html,static HTML page monitor,low,OK,medium-high - the documented FTA state-subrecipient pathway for non-federally-recognized tribes,"local governments, transit providers, nonprofits as 5310 subrecipients",no,YES in principle - FTA expressly allows non-federally-recognized tribal governments to apply to the state as a 5311 subrecipient,"likely-allowable (FTA allows capital, operating, planning and administrative expenses)",FTA Section 5310 Enhanced Mobility Call for Projects (SFY2026-2027 published); Section 5311 Rural; Section 5311(c) Tribal Transit; Transportation Alternatives,annual calls for projects,annual,HTML + PDF,no,UNKNOWN,no,"THE most important SC pass-through finding for a state-recognized tribe: FTA's own tribal-governments page states non-federally-recognized tribal governments remain eligible to apply to the STATE as a subrecipient under the state's apportionment. SCDOT names Section 5311(c) Tribal Transit on paper with zero detail and it appears dormant in SC - a direct, unclaimed opening for Catawba Nation and a real question to put to SCDOT. The SCDOT State Management Plan would resolve 5311 and 5311(c) eligibility and was not fetched [research lane: DOI/HHS + SC + philanthropy]",Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
SC-EMD-HMGP,SCEMD Hazard Mitigation Grant Program,state_pass_through,South Carolina,Emergency Management Division,South Carolina,state,SC,https://www.scemd.org/recover/hazard-mitigation/,static HTML page monitor,low,OK,High,State/local governments; Indian tribes/tribal orgs; certain nonprofits,No,UNKNOWN,Sometimes allowable depending on NOFO/budget category,HMGP,Disaster/round based,Monthly,HTML/PDF,No,Yes,No,Live rules and recognition definition control [research lane: seed-v1],Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
SCEMD-MITIGATION-HMGP-56206E,SCEMD Mitigation / HMGP,state pass-through grant page,South Carolina,"Emergency Management Division, Office of the Adjutant General",SC statewide,state,SC,https://www.scemd.org/recover/mitigation,static HTML page monitor,low,OK,high - explicitly names Indian tribes and private nonprofits as eligible,"state and local governments, Indian tribes or other tribal organizations, certain private non-profits",NO - phrasing is tribes or other tribal organizations,likely yes as a tribal organization or private nonprofit; verify per subaward,not stated,"HMGP 4829 Helene, HMGP 4835 Debby, HMGP 4858 Edisto Flooding, BRIC referrals",rolling per declared disaster,per disaster declaration,HTML + PDFs,no,no,"applications yes, via the SC Recovery Grants system","75/25 cost share with in-kind match allowed. Applications run through the South Carolina Recovery Grants system whose URL is NOT exposed on the page and is almost certainly login-gated - UNKNOWN. BRIC must be applied for through FEMA GO, not the state. FMA is NOT at SCEMD: SCEMD states it is managed by SC DNR. Other referrals: CDBG-Mitigation to SCOR, SC Safe Home to SC Dept of Insurance, Dam Repair Assistance to SCDES Dam Safety [research lane: DOI/HHS + SC + philanthropy]",Tier 1,seed_imported,not_started,TERMS_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,"requires_login:applications yes, via the SC Recovery Grants system;monitoring_not_started"
SC-EMD-PA,SCEMD Public Agency Assistance,state_pass_through,South Carolina,Emergency Management Division,South Carolina,state,SC,https://www.scemd.org/recover/get-help/help-for-public-agencies/,static HTML page monitor,low,OK,High,Tribal governments; state/local agencies; certain PNPs,No,UNKNOWN,Sometimes allowable depending on incident/category,FEMA Public Assistance,Disaster based,Weekly,HTML/PDF,No,Yes,No,[research lane: seed-v1],Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
SCRA-TECH-CATALYST-FUND-72514E,SCRA Tech Catalyst Fund,quasi-public innovation fund,South Carolina Research Authority,n/a,SC statewide,state,SC,https://scra.org/get-to-know/tech-catalyst-fund/,static HTML page monitor,UNKNOWN - not fetched,TERMS_REVIEW_REQUIRED,medium-high - the one live RHTP thread and it is rural health technology,"rural health technology startups, community-based innovations",no,UNKNOWN,likely-allowable - explicitly a health technology fund,RHTP Tech Catalyst Fund,"future stage, not yet announced as of the SCDHHS page",UNKNOWN,HTML,UNKNOWN,UNKNOWN,UNKNOWN,"NOT FETCHED. SCDHHS states the fifth RHTP initiative is announced through SCRA rather than SCDHHS, making this the only RHTP initiative with a future application window. Previously unmapped SC source [research lane: DOI/HHS + SC + philanthropy]",Tier 1,seed_imported,not_started,TERMS_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_not_started
SC-BEAD,South Carolina Broadband Office BEAD,state_program_page,SC Office of Regulatory Staff,SC Broadband Office,South Carolina,state,SC,https://ors.sc.gov/broadband/office/investments/state/bead,static HTML page monitor,medium,OK,High,Applicant types round-specific; communities may be beneficiaries,No,UNKNOWN,Sometimes allowable depending on NOFO/budget category,BEAD; digital opportunity,Round based,Weekly,HTML/PDF/CSV,No,Yes,No,Do not infer tribal eligibility [research lane: seed-v1],Tier 1,seed_imported,not_started,NO_REVIEW_REQUIRED,state_scoped,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
ACF-ADMINISTRATION-FOR-NATIV-D1050C,ACF Administration for Native Americans,agency landing page,HHS,ACF / Administration for Native Americans,federal,federal,,https://www.acf.hhs.gov/ana,static HTML page monitor,high,OK,native-exclusive,"tribal-government, tribal-organization, native-nonprofit, tribal-college-or-BIE-school",UNKNOWN,UNKNOWN,sometimes-allowable-depends-on-NOFO,"SEDS, Native Languages, Environmental Regulatory Enhancement",UNKNOWN,UNKNOWN,HTML (degraded),no,UNKNOWN,no,"Three program areas verified. ERE verbatim funds legal, technical and organizational capacities. But ACF is the weakest-scraping HHS host in scope: every page returns a thin prose extract with all navigation and dynamic listings stripped, /grants is stamped Last Reviewed April 7 2016, and six ANA path attempts returned empty or 404. /ana/about served a COVID banner and a former Commissioner in the present tense. Source ANA and the ACF tribal set-asides (Tribal CCDF, Tribal TANF, LIHEAP tribal, AIAN Head Start) from SAM.gov Assistance Listings and Grants.gov, not from ACF HTML. SEDS-AK and Esther Martinez could not be verified as current program names [research lane: DOI/HHS + SC + philanthropy]",Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
HHS-ACL,ACL Funding Opportunities,agency_grant_page,HHS,Administration for Community Living,United States,federal,,https://acl.gov/grants/open-opportunities,static HTML page monitor,low,OK,High,Tribes; tribal orgs; nonprofits; NOFO controls,Varies,Varies,Sometimes allowable depending on NOFO/budget category,Native American elder programs,Recurring,Weekly,HTML/PDF,No,Yes,No,[research lane: seed-v1],Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
